width,height,megapixels,original_kb,brightness,contrast,complexity,sharpness,minimum_similarity,network_mbps,max_attachment_kb,intended_use,target_quality
4581,1602,7.338762,3365.1292098635727,110.23859236227018,22.671851584067284,49.317072781828486,3788.032557601625,0.8477115338613112,5.0,1024.0,Mobile sharing,43.59538880667948
3787,3185,12.061595,4053.8400830259534,82.26430949609147,91.09759095766205,49.01983686818863,238.62271424505312,0.8514812897470305,10.0,2048.0,Cloud storage,66.6773789206506
4015,2654,10.65581,7250.002159302662,87.13801868459439,76.31596649787348,28.982117033953763,4422.925674865681,0.9156393735927348,10.0,250.0,High-quality archive,71.18792176431316
3023,607,1.834961,372.363070464108,83.953973356077,87.55641785940499,45.52787937842828,5588.397584943481,0.9375908957744865,10.0,1024.0,Mobile sharing,63.448982593758615
2200,2265,4.983,2758.5704762178048,206.29912216145817,62.8930777966147,46.34310325689848,6236.629775299673,0.8927138765062714,10.0,5120.0,Cloud storage,67.91604971562207
1566,404,0.632664,272.75835459653894,48.98625982511224,93.12344107624509,3.4510962712634994,5041.139973665592,0.974808320843529,0.256,1024.0,Cloud storage,70.20028297977069
2155,2284,4.92202,2192.3800377649204,222.47527601594342,93.38188280365755,30.656383727719795,3404.790361862834,0.8360729289276505,0.256,1024.0,Mobile sharing,42.80470472247126
767,1303,0.999401,478.6183642397946,205.94162282228822,15.076426673878442,21.772569493251446,1508.94096510137,0.8465761940379363,0.256,1024.0,Email,40.850105630596495
3279,3302,10.827258,6881.836330688269,211.0516675938901,67.81406514557607,19.186505671956514,642.8112000023598,0.8571239926091199,0.256,5120.0,Cloud storage,57.720134005256924
1108,1774,1.965592,620.5397107039396,131.90201062922242,38.33504731739205,83.3323210357562,1587.488660670813,0.8886993401120284,1.0,250.0,Email,63.63050320746098
975,1539,1.500525,315.11890927521443,145.96417065697557,47.53097104480134,16.98401154163129,135.73634292198045,0.863734928558384,0.256,250.0,High-quality archive,59.822048248437234
977,3316,3.239732,1750.169960668323,215.00290522333572,49.161233386965534,61.03971468453193,4674.1249686090405,0.8685732008372253,0.256,500.0,Cloud storage,57.04057320948159
2837,1820,5.16334,1341.5011805360316,223.75848115327025,24.246304508293477,81.38289041428888,5672.871704591897,0.9542229630892562,1.0,2048.0,Email,72.52865357358543
4717,2677,12.627409,7088.363123719988,176.68030049931377,36.725229643526205,17.851789796621876,2330.454738206117,0.9118049195301883,1.0,1024.0,Website,50.78534424439925
4249,3679,15.632071,4379.932730961988,125.98729479763924,41.834869930236884,22.264110723143798,121.20525466518218,0.8743139152913104,10.0,500.0,Cloud storage,52.69413545240213
4316,624,2.693184,765.3925782414287,43.50620309779892,66.31343236107489,49.591543802627235,2395.486160367589,0.9732671732429976,0.256,1024.0,Email,71.65858318802493
3088,625,1.93,1138.1672257355901,205.31220941414304,45.616843487810385,59.582075602910066,1647.7180175974588,0.9242968075459261,10.0,500.0,Email,68.6195530586846
1742,3839,6.687538,4179.78936684428,90.2589445657454,94.82058513862884,29.0044693136358,3238.9670958905695,0.8687354162124865,10.0,5120.0,High-quality archive,70.10618492742753
2472,3772,9.324384,3456.9194215271978,93.78788809870903,69.14194446918543,14.149489984950486,1667.483779751515,0.9338201926003973,10.0,250.0,Mobile sharing,50.22241255352077
1948,2966,5.777768,3272.0481198456882,53.02742394761701,83.15964875355826,62.36572869265724,2408.0973914185306,0.9365278184545054,10.0,500.0,Website,61.53006937018525
3164,690,2.18316,1527.2910207941495,144.92492737001822,79.69742974097984,64.0304448198778,5997.868394135088,0.9727239778214621,1.0,250.0,Cloud storage,74.18221680629217
4962,2510,12.45462,4808.706187392684,143.43731165464214,78.84341875884068,79.4005873640382,2951.039985129979,0.8514878700546255,5.0,1024.0,Website,50.174490664084786
2858,1041,2.975178,1311.5827703992095,174.73461379788293,66.95878321655934,32.38853221307573,89.82975995619319,0.8384777397796718,10.0,5120.0,Email,49.42046908334402
3098,1570,4.86386,1349.9457424155742,117.9190958011071,70.19520236896582,32.259869157953844,517.692241731531,0.861694239117029,1.0,2048.0,Mobile sharing,44.78274606453005
1894,2428,4.598632,1978.2378212324725,86.4639922861173,59.308998504499314,43.40204346771352,5582.025253133895,0.9729574830944323,5.0,250.0,Cloud storage,72.2037194456393
1571,2937,4.614027,2421.2361414616457,106.11717045706973,42.51265563719368,3.4624377554463917,6876.323878729289,0.884372579827828,5.0,2048.0,High-quality archive,67.35232873915565
2901,3628,10.524828,5107.858555629649,132.70972863988783,77.96598583421064,57.01690061651764,4229.977948056741,0.9504425126888502,10.0,250.0,Mobile sharing,61.4761444860191
4529,2976,13.478304,3866.1601642145856,72.17343093260493,32.10819803647993,19.247550801423525,3690.2862267799824,0.925485737827096,0.256,2048.0,Cloud storage,66.46132698907114
883,1252,1.105516,264.61635677520025,222.84579052791565,39.239704049377394,21.20925505409213,1417.5502733195412,0.8798164647685585,10.0,2048.0,Website,49.383624442793156
4792,1712,8.203904,3993.6888414224672,126.59138067308362,82.71962770027187,49.66142572699169,2064.747119559746,0.9512103180836793,5.0,250.0,Email,62.869443885458956
2541,912,2.317392,561.421030231908,184.4836157096851,63.076099547981286,46.85452642024244,3621.873176728,0.9565457828451887,1.0,2048.0,High-quality archive,86.3795497142724
3212,575,1.8469,712.0402249895354,207.52789678864647,71.93893834756952,7.1782262006045805,6193.7463609497445,0.9074694738511244,10.0,500.0,Email,57.88273524542718
503,953,0.479359,149.8552964963319,154.49282759152038,88.03304671057396,32.339242255277256,6027.16529104,0.9669377616640826,1.0,250.0,Mobile sharing,66.27717757978746
4289,2955,12.673995,7115.187567951739,109.55920154124027,67.5403690218284,53.19700662368688,5191.435983127367,0.8337393276784578,5.0,2048.0,Mobile sharing,46.509782419220286
1127,928,1.045856,680.5586942204424,186.5083312234243,24.337484854076745,50.090260533406045,1351.2528513244674,0.8789414300094084,0.256,500.0,High-quality archive,62.48935409052228
4064,920,3.73888,1863.1666308617187,221.9399861174717,69.96436666029068,9.497146098570695,6359.554038639548,0.8930097567368325,5.0,2048.0,Website,53.67727671017992
3434,3737,12.832858,5554.744230528903,120.96500585141116,20.80731410589322,67.53975040804339,928.5616183107807,0.8831312016461296,0.256,500.0,Email,51.7831182727325
968,1849,1.789832,863.1736747707816,94.16358931946525,28.800955015862115,74.28813586159586,6797.2869165070915,0.8723231539751337,1.0,500.0,Mobile sharing,51.991535216047396
618,2143,1.324374,874.4019753648342,173.83462324629724,42.941553509662,82.379806864929,3029.8674276273287,0.8642868390359433,5.0,1024.0,Website,57.916136361664066
777,3588,2.787876,936.3605302537964,160.01410325392106,46.12377590617308,76.94197627304493,4514.54622442363,0.8411428750690141,1.0,2048.0,High-quality archive,67.07062548973343
4548,2188,9.951024,6273.307915306654,45.34368120493748,40.12615338636573,47.019928898576104,2411.7096355008866,0.8962774808606172,5.0,500.0,Website,51.95259299165921
775,532,0.4123,90.64767686656738,216.05983766471425,61.03225066693908,43.09473027279203,2721.0506831746748,0.8426015161449749,5.0,250.0,High-quality archive,65.17059473687101
1670,2461,4.10987,2338.32182716232,205.4508703517641,80.86980730965249,18.105032569380025,685.7181369125008,0.8471104960872077,10.0,2048.0,Email,50.794306168326955
4578,3731,17.080518,5123.865030188879,194.66486182257609,57.89884280176773,70.468931564553,3861.135654541007,0.8326751281716955,0.256,5120.0,Cloud storage,61.82769990428457
4803,1864,8.952792,2982.1101819267597,106.99753818033969,90.59974623154704,8.14177616706042,877.4759473069792,0.9463442424770958,1.0,1024.0,Website,65.61352599220582
2601,524,1.362924,351.3803136896471,84.5540401649515,16.13704236597136,20.719424143649857,5181.3166118191775,0.9637177327631549,10.0,1024.0,High-quality archive,77.71708087585142
2193,2573,5.642589,3207.9475904063625,137.0968953724353,35.38171461515173,29.347047136578585,3631.782224364241,0.90673326716652,10.0,250.0,High-quality archive,62.9057206090465
3841,2472,9.494952,4422.940433109324,75.17951541322566,76.19897430409983,63.45569064753111,711.3479151631102,0.9253109992527807,5.0,500.0,Mobile sharing,58.93276848542633
4243,814,3.453802,1357.4968816027272,53.33948766807251,23.449697720870077,19.219965201199905,2015.117406597894,0.8994249287135679,0.256,2048.0,High-quality archive,66.62866446936748
3579,3973,14.219367,3157.65929704289,148.88181386720802,89.3152348697072,71.26560867589983,4552.8299515589615,0.8414729002728583,5.0,5120.0,Cloud storage,65.57891726833444
444,3985,1.76934,590.8161732000568,77.51113077825013,88.30773779045941,75.16459191866072,5741.652797290509,0.934231087746238,5.0,250.0,Mobile sharing,65.03620373382071
3792,2753,10.439376,5178.84016432735,105.19061410335138,52.814933314847764,43.11024983551513,1717.5005225882194,0.8869423287461602,1.0,250.0,Cloud storage,55.638609431961214
3174,1420,4.50708,2464.3065130516648,188.3302094551551,24.080649704684287,56.556222739423156,3400.66950576825,0.9115889507596627,5.0,250.0,Email,56.405433775754005
3039,3830,11.63937,1536.2187169038668,75.43040248788706,29.415533896716,67.06697041694781,4206.6564108271505,0.9502353528510177,0.256,500.0,Website,66.26291699373257
2025,1757,3.557925,1519.8983024713746,126.22706907745781,36.96672021299541,37.813595074494906,6362.943191487386,0.9004630618366791,1.0,5120.0,Website,55.865809791511815
1176,3167,3.724392,1107.4369612307098,185.1785631084375,36.14572903879885,4.603097674723786,1167.0661550849666,0.9715300227026286,0.256,1024.0,Mobile sharing,54.884678827352715
4999,722,3.609278,2318.596261711748,176.31747482055982,41.57956123216703,44.186788768332434,4649.227421770684,0.8238480761077234,0.256,1024.0,Mobile sharing,32.70608200299896
3032,1077,3.265464,1250.5441405045867,136.1807245451373,73.84522975673858,82.08520428503482,5945.515058629826,0.9133825079735695,5.0,250.0,Cloud storage,67.4465994529319
3174,1510,4.79274,2530.705445453244,171.10399202462457,55.998428981362196,74.37178364300853,4723.4357791589155,0.8780263452571226,5.0,250.0,Mobile sharing,48.4123894399779
2889,1666,4.813074,1893.4634818059355,66.70551270660076,30.146264513810568,21.877331419905577,5474.567710055095,0.8812702376662046,10.0,5120.0,Cloud storage,55.634172902057955
1192,3156,3.761952,1328.078803473255,43.653062331012684,41.6908029701068,81.84572588837327,3577.157078489769,0.9516231450936302,0.256,250.0,Mobile sharing,53.287629474434155
2523,3807,9.605061,3348.5603690286953,158.19716440518124,93.09014233300715,48.16459601912031,2172.154347139715,0.8287419518929374,5.0,500.0,Email,47.37845984005794
916,1539,1.409724,722.6665948695305,91.68265537522214,32.69291353658437,59.01228129493795,6440.747850257713,0.8678622545683377,5.0,500.0,High-quality archive,67.82562872041085
1586,3616,5.734976,3733.4742111179703,90.69929952127201,24.62500540770791,39.07980090388045,2105.5658127312086,0.8258615906885671,10.0,2048.0,High-quality archive,59.80457963026277
3315,1855,6.149325,3078.1949280912104,215.4853618342522,21.052757010005383,32.46082437169166,110.56714642079913,0.9769894035505309,5.0,5120.0,High-quality archive,83.8055440418771
3686,465,1.71399,581.3384646259211,84.12221369027134,82.75458217940017,16.15972106829271,5545.013765770958,0.880382683424798,5.0,250.0,Email,60.04607236613888
1070,3063,3.27741,1246.883662019182,105.51423574501902,87.45825845046842,70.3377282716424,5687.741229159155,0.9185917556739829,10.0,5120.0,Cloud storage,77.39338707332632
2796,2933,8.200668,2956.629585462099,148.9997736263415,94.85224004901542,83.7310320153761,3612.7021644487654,0.9635714830619682,5.0,250.0,Email,73.51219778956191
4933,903,4.454499,1398.2879431771544,205.3468445848585,76.46820046803845,63.86311182400303,4692.066451753581,0.8864422159411813,1.0,1024.0,Mobile sharing,57.35772638653937
1965,1457,2.863005,1489.7765831502827,172.97961945055175,82.5644791489223,29.230618437975288,5206.130404525505,0.8420898766323047,0.256,5120.0,Email,50.954169326024065
2319,1003,2.325957,1498.1038080232045,44.2974021499102,82.0649377513823,44.72768227538208,4928.642074196172,0.96190898708771,5.0,1024.0,High-quality archive,89.24260409741719
3661,409,1.497349,618.7723968552476,215.35410510362843,60.80974972905567,33.581009323234795,264.9080187123478,0.8723450657372868,10.0,2048.0,Cloud storage,59.05771102425758
3641,701,2.552341,424.5900384319603,108.15007194765028,40.37048110697599,60.42102470753072,5747.488344835881,0.855591266782668,1.0,1024.0,Website,51.79516296875578
2593,1171,3.036403,1713.1510675003299,185.74568089292376,77.11235707614426,14.675809849038151,3879.6913559055,0.9786378074872144,1.0,5120.0,Cloud storage,75.01060234218238
3408,2109,7.187472,2781.535604795062,181.60544402011504,44.42861824243221,54.86569668459903,3606.3300979969417,0.9787087054748788,1.0,250.0,Mobile sharing,61.326716061401704
3199,1845,5.902155,2341.7153550870908,135.434357901096,36.229323954686386,82.01991029408502,6384.836076381786,0.9795071315535236,10.0,2048.0,Email,83.31544438097255
3481,2290,7.97149,1144.457097005449,193.53676849556564,54.78288193688053,58.20404222084026,2649.620126330428,0.8789797046186905,0.256,250.0,High-quality archive,61.600312767421656
2747,1870,5.13689,1325.9901830667936,81.99142197255583,61.73116643540094,29.05725828823925,5820.250767670163,0.9124231914520069,0.256,5120.0,Website,56.25303884011832
1136,3967,4.506512,2235.724232183249,116.2107399818498,55.75797481034036,17.838114518666053,3267.956680667491,0.8796848622550865,1.0,2048.0,Email,57.14316746865396
2105,3205,6.746525,2515.209065413031,79.79652286505214,36.89509751668677,6.713388457514199,3802.435733676325,0.9430578730908112,10.0,1024.0,Website,57.7815433801374
2413,2442,5.892546,956.7443473717351,110.85231778847387,83.52921139071609,35.24048836714411,869.2345217608714,0.8625519200553273,10.0,2048.0,High-quality archive,68.9019651662728
4001,2757,11.030757,4188.955350134471,98.53400515589917,34.27403844185311,70.51305884025018,2806.883934870641,0.8904568308219815,5.0,500.0,Email,59.9656892465935
822,2358,1.938276,757.8078651982742,190.08592523217177,87.86810792344235,67.51585136730479,4100.3342203661705,0.9066319936887824,10.0,2048.0,Email,69.710812605922
3018,3322,10.025796,6199.986948026862,85.7712610045478,87.22545665120622,72.59608336731672,3000.183034003446,0.8392702390098412,10.0,1024.0,Mobile sharing,36.64475543810327
528,2035,1.07448,354.9246944640663,213.9928693975583,35.3768183244116,26.059498274599672,4462.051907186743,0.8206182211746733,10.0,2048.0,Email,45.00816945170787
1603,3919,6.282157,3292.5289170257415,44.92084146564518,22.41022469935789,10.229784767781002,6670.724706249009,0.8884169611662297,5.0,1024.0,Website,55.6794012598874
1322,2788,3.685736,1963.7865063115266,180.03162869361574,38.57248710843266,44.40300844799267,1599.7755121128375,0.8806287451928797,10.0,5120.0,Website,54.05169187357574
4619,3447,15.921693,6975.958525310255,80.41755100875767,72.03038853337549,44.046572784826445,1279.0996333440578,0.9215744350426089,1.0,250.0,High-quality archive,79.83412211497634
3782,3598,13.607636,4712.924865827468,86.51597639962219,30.609604436297985,68.94204942104383,2511.443796014134,0.8973438444620695,0.256,500.0,High-quality archive,69.96442076322472
2797,3211,8.981167,2905.1595715739254,214.56508322056638,17.448848764818887,13.901334468471308,4142.0698693454115,0.8601092783214495,5.0,5120.0,Cloud storage,51.95625933404266
2948,436,1.285328,650.1404654810616,219.8335301781209,51.455748801694696,56.153715302253204,4067.3727730435266,0.8708087830220116,1.0,500.0,Email,62.79795604094243
3198,1144,3.658512,2123.608542299751,62.85160429394459,79.34810154890006,18.22973232514294,6771.73867591236,0.8344189189881326,5.0,1024.0,Email,44.738864655324505
3588,1977,7.093476,1976.3808691812865,171.5645485321489,74.30890983598927,29.830879614108,6139.778420334551,0.8630123550221586,5.0,250.0,Website,43.75754756238577
3508,785,2.75378,792.2584211305842,131.3654146792032,37.90876978858381,20.62970007844364,4937.138633594298,0.9543617997200449,5.0,250.0,Website,66.0772237828587
3073,546,1.677858,975.6367570778925,72.40549162722976,34.37827287785282,72.01026493375174,5201.288053818017,0.9180597582367233,10.0,250.0,Website,64.09794414606027
4526,2199,9.952674,5527.846379393611,123.17916419644642,16.383441953182647,18.110139890679378,4141.928562360516,0.8253485300339046,5.0,5120.0,Cloud storage,50.36127996394268
599,3445,2.063555,905.7135885890539,58.503376571769294,66.8575467921138,66.73247618322213,6795.090813077141,0.9717451138620343,0.256,500.0,Mobile sharing,63.59778869895586
873,1585,1.383705,738.6683151180764,46.362229761782466,43.77701261371429,27.43883289884637,1574.452168941888,0.9254555208038998,5.0,250.0,Website,59.1478023040035
2863,1924,5.508412,1186.0870146200366,107.85543905168849,67.47056414903204,50.89450196412379,564.5966779021272,0.9733479685994347,10.0,500.0,Mobile sharing,66.58399045412538
3631,2645,9.603995,6422.617345197751,160.91076542962168,91.38186636381633,18.382471743279275,4350.729006361898,0.9014439149207755,10.0,250.0,High-quality archive,64.69820695109178
2065,953,1.967945,716.7842741598579,200.94101298652544,87.03845972047367,83.39133232790148,6199.6907662374515,0.8281531240619859,10.0,5120.0,Mobile sharing,43.39206761983725
3031,2745,8.320095,2951.4475819764616,189.59693455657424,61.07354210582129,72.33466068942835,1396.7117270693323,0.8904602882535659,0.256,500.0,Website,52.280646284665586
421,3259,1.372039,614.2078394780148,48.30067648756091,28.651548750615518,54.07445194179849,2174.3552584217496,0.8543555108137013,10.0,500.0,Website,47.65795453228503
799,2642,2.110958,476.1983331069893,103.91420824417916,70.03094924747617,45.12102670250735,4201.102051889613,0.9692343797064329,1.0,250.0,Mobile sharing,66.46567259550449
2303,2011,4.631333,2331.9460092468175,151.6497139963056,85.93877217329344,7.800303474253521,5871.872608452683,0.9284582982888161,1.0,500.0,High-quality archive,68.68666140379312
2328,777,1.808856,1205.4438457985757,61.96329963261188,35.75508285847074,59.67078872469653,4985.5594433076485,0.9502609857225004,0.256,2048.0,Email,65.71866041537271
2747,3329,9.144763,1412.071198871144,156.02817248392645,27.001903768785347,46.04582175013059,148.0558770273356,0.944788681687712,5.0,5120.0,Mobile sharing,58.78535603200882
2748,3850,10.5798,6821.480305129266,119.3634234751694,46.86785667549173,76.48706077366653,6492.224627732728,0.9429307575748452,10.0,2048.0,Website,74.50595252323531
1329,2780,3.69462,1883.1288880518812,197.8832506064021,59.89411369311618,80.41840952376126,702.8579563150338,0.9582341914375633,5.0,250.0,High-quality archive,83.09315854660758
1976,887,1.752712,706.5304809230878,79.12677001856929,91.16579034671977,48.86434935957958,6289.228617310888,0.8241564095914496,1.0,5120.0,High-quality archive,62.11737257524318
3968,1882,7.467776,4441.425095242392,194.61603080314518,62.03226464145391,82.20607893202283,5051.998035940424,0.9283000601860205,0.256,500.0,Email,61.28338322879168
3096,1267,3.922632,2217.9922045277526,169.87553834306308,41.48177158640753,54.297803912151984,1407.2479823383035,0.9715852950243995,1.0,250.0,Email,72.59103268395044
2300,3227,7.4221,2602.1812199807923,173.61051709633008,91.96928851927049,51.52246880553073,4158.472949211559,0.8783734173957572,0.256,1024.0,Email,59.15955543596092
2499,403,1.007097,628.10103872792,116.594376249124,54.36707880431974,9.847075064926113,5867.918068167474,0.8856993854054905,0.256,1024.0,Email,52.13112757110832
4265,1920,8.1888,2041.542791675266,170.89423769140654,93.2398818849382,48.06831825206549,4860.67809557575,0.8829162655361613,1.0,2048.0,High-quality archive,75.67728718780903
3862,2931,11.319522,7510.2692741779265,146.84400387853884,61.17099523607703,27.979445824950737,4981.911063588312,0.9234105961806289,10.0,250.0,Email,61.57071342313572
1471,2664,3.918744,2607.677601767295,64.75324940890525,25.199767277324845,36.86136947909829,922.9976277651455,0.9768686260008189,0.256,1024.0,Cloud storage,74.68031773426345
4878,1217,5.936526,2291.5102585040295,222.09184762363176,54.094972109357556,3.7235619159678692,1735.5663352418824,0.9782508021457172,10.0,2048.0,Email,68.27254792396091
1368,1518,2.076624,953.4647487809631,58.92493328242311,80.49292189141264,80.04514898338404,1252.2583159439043,0.8940339469751718,0.256,250.0,Mobile sharing,49.741113403963325
3801,634,2.409834,676.6609541450587,223.14249674696728,18.568261385712148,73.43540302873099,588.2954153910288,0.8923391667883753,5.0,500.0,High-quality archive,76.29726865041847
4685,3045,14.265825,7942.741022649622,172.88669988906724,70.9345416394239,5.14242352613522,1856.7198227381152,0.9543832284566879,0.256,2048.0,Mobile sharing,56.12435403115021
2962,1465,4.33933,1207.6297263696579,214.8454287234684,73.22042230825699,13.403021659750678,6567.063247899158,0.873337978713134,5.0,500.0,Website,47.881430554554775
2226,1735,3.86211,1776.1246633906592,169.99490436319692,30.629999784477164,80.42780187188905,2525.400761476098,0.8870999611323063,10.0,2048.0,Website,61.694395321304704
4883,1984,9.687872,4847.355460088158,206.53737843868848,79.02268933163349,70.58923881629144,1845.938439542825,0.9086110626646494,1.0,250.0,Mobile sharing,53.26947287778859
603,1533,0.924399,269.07384320867027,84.26548177766782,37.67034123360516,30.717216236942242,4253.530678629307,0.9133704515040101,10.0,500.0,Website,58.26062023172299
1035,3374,3.49209,638.5366969517698,132.43633982817622,56.64486993514209,50.07921815855297,6205.268305554593,0.9757814025996837,5.0,500.0,Website,70.444400518917
4408,3131,13.801448,4506.466155889551,109.38773886522495,59.23960962461564,22.066035897499784,1595.2990087406713,0.8810223931788927,1.0,2048.0,Website,55.72893435552609
2935,3914,11.48759,2818.7880433025584,109.64323885282634,92.17419983512484,59.580716898575275,4166.335747513033,0.832081660821801,5.0,5120.0,Mobile sharing,48.310815055154414
4509,1263,5.694867,2491.590849953172,109.46369939101122,35.373175308871424,64.93640279742772,3591.4942484435514,0.8254303251662752,5.0,500.0,Email,43.54663838817599
4863,1746,8.490798,3103.750198420214,153.55261338045676,79.13398430527059,57.813811651786395,5957.880381304478,0.9679348085309838,0.256,5120.0,Mobile sharing,66.26855693221037
4558,3013,13.733254,3451.213953570443,120.1100132164639,31.216268873584987,4.8020876731636,6867.276323483015,0.8614634425136327,5.0,1024.0,Cloud storage,56.53674490791903
4974,1734,8.624916,3076.715297556684,98.65887895170397,65.99198074719486,81.7967741800657,3029.0108175433193,0.9268475579751653,10.0,5120.0,Mobile sharing,67.03667769990287
3192,684,2.183328,1344.062871746479,144.0564021494111,48.15310899399055,69.58132041125565,2208.533658912366,0.9453787609543179,1.0,500.0,Mobile sharing,65.5711171649242
1335,1364,1.82094,379.49454306805654,167.63837458638824,28.02778024518166,80.84777012369682,4606.108031102619,0.8534110294856686,0.256,2048.0,Mobile sharing,39.69949162861347
4649,3696,17.182704,3313.312748876953,210.82451716004348,56.60394495952707,57.81059713917074,2641.4845272119005,0.8294624515209321,0.256,5120.0,High-quality archive,59.26611670514232
1715,1712,2.93608,1961.3152981761295,66.8679952826972,27.374755972686042,8.995170880752061,2769.3223827098477,0.8831451503380634,0.256,250.0,Mobile sharing,30.027998228485654
1036,2588,2.681168,1399.7166075008195,73.09388896286961,76.34785543263646,23.45901615672855,5328.445748931265,0.9107836119834225,5.0,500.0,High-quality archive,76.01636809597476
3850,3379,13.00915,8658.918402923273,161.52437820012113,92.16332533547511,79.59713636152527,1402.5283855860878,0.875888771110031,5.0,5120.0,Cloud storage,72.17160071011986
2642,1556,4.110952,2235.939838522655,85.71257882988394,44.71773521344268,37.64359999996032,5245.359382799689,0.9681115626831335,10.0,500.0,High-quality archive,80.00433471412393
697,2535,1.766895,625.8449440677288,130.7944514394802,23.45661032160816,16.749299793053616,2837.653737680007,0.8758972873191413,10.0,2048.0,Website,50.96114225686852
1549,3805,5.893945,2308.660977888958,36.63494155776479,70.05194651804943,37.03498573252388,4731.836479482696,0.8644346425326725,10.0,250.0,High-quality archive,65.51265998692541
4971,2937,14.599827,5169.427486301635,76.64308653411294,52.12054913072812,64.6925789104676,880.0599532065269,0.9267750438086315,5.0,2048.0,Email,72.24172928480286
2105,3373,7.100165,2202.556697793246,40.907307744830185,39.66438453960613,19.787199288365546,3853.4008026307697,0.9669991073891447,0.256,5120.0,High-quality archive,76.31175695484899
3931,1942,7.634002,1151.4292958889507,138.3910664533384,20.06943840405831,79.96570563078618,6075.190152223292,0.9318989887779272,0.256,250.0,Cloud storage,65.47466115719179
3012,3176,9.566112,2289.2664854142417,156.57024602333803,21.422426159675602,50.93621527581061,1528.2983979779801,0.9295898299397696,1.0,5120.0,Email,70.6731803163283
839,1840,1.54376,846.1461332166916,66.10358168858312,60.32189360285705,58.090796513809295,2515.8155703137068,0.9017053096074742,10.0,500.0,Email,64.41814094420796
3284,1074,3.527016,560.5369621278102,206.744828157661,85.6113907398601,69.22249801127109,1437.3040340822824,0.9040733843119205,5.0,2048.0,Mobile sharing,58.58715140315843
4231,815,3.448265,2208.470573961577,65.52965462781283,28.743655473066838,76.88270759199807,3418.0877267068868,0.908585078767689,1.0,5120.0,Email,69.07574419385423
4914,1504,7.390656,2369.1911206573486,57.23936146104851,48.75466842823509,47.99773597347222,1481.433382210621,0.8848431134554564,1.0,2048.0,Cloud storage,67.0197596874865
1418,3003,4.258254,2583.6981003593282,112.736663036181,48.8373820369782,43.728755025322556,3986.1559797500595,0.8700216566711638,0.256,1024.0,Website,49.50797086652017
1190,882,1.04958,485.0703717825369,116.5824887849038,60.274951617896704,57.8642775450287,3072.9265698682866,0.891633568680462,0.256,2048.0,High-quality archive,69.81343916297479
416,2344,0.975104,430.9733972326958,178.78292961439237,93.61158018693264,68.25189251651827,3551.330857920753,0.9141217554613073,0.256,1024.0,Cloud storage,68.17325970607527
4237,3915,16.587855,3943.13393987974,170.38941422637296,85.41239579886746,58.84339126341197,4815.976684451096,0.9000259658001726,1.0,2048.0,High-quality archive,84.48699327953064
1778,719,1.278382,769.3270861541936,214.19741840438797,83.54578683015554,30.380911410025845,700.0345515901017,0.9548536601295841,1.0,1024.0,Website,65.2446029353883
3416,930,3.17688,1411.6120272219046,185.1072621112633,33.719355418544986,82.05537792209259,4167.163823818113,0.8212636101311445,0.256,250.0,Website,35.832661169417484
2455,2723,6.684965,3776.6799069701383,183.96304018181252,48.63678210006212,68.48612218366875,6565.85049144714,0.9422618239267233,0.256,2048.0,Mobile sharing,58.20096565222218
1815,2079,3.773385,2348.2534299581716,39.19065278890934,49.71409654482112,58.763907264680185,817.3874350635277,0.9467605755227866,10.0,5120.0,Email,75.74350593069832
4851,950,4.60845,3157.873163092898,72.5925717492909,21.31517405625636,81.07978798446382,6253.727833175809,0.9082289483660085,5.0,250.0,Email,59.04540838417749
4628,2393,11.074804,6765.606308864646,159.11667868555998,55.294150963014204,34.95716282767273,3546.780554899123,0.903596583853951,10.0,500.0,Cloud storage,58.273881961594036
1454,3286,4.777844,1755.4401826852907,39.85635566073158,37.64154574190793,22.00283285551925,5565.39498223218,0.8648496868856212,1.0,5120.0,Email,52.6600219150726
4129,3391,14.001439,8419.964821929998,139.6238282554765,76.89198196635843,71.73043321049036,6596.64624569035,0.8301479358885341,1.0,2048.0,Mobile sharing,39.35034058101623
1966,1145,2.25107,1488.1155017934486,111.79835725821448,86.00884219638434,52.619323782523885,3710.898228459648,0.96629241988597,0.256,250.0,Mobile sharing,54.6550977908988
2960,3709,10.97864,6293.511800970542,65.76790714189403,62.899074850251615,58.848720878586384,1991.590870992053,0.911090209345826,5.0,500.0,Mobile sharing,53.0884081927438
2768,3496,9.676928,2846.8011719168117,135.47475328056453,55.050628572312455,81.72190715190607,2788.5000222777853,0.9685930551819899,5.0,500.0,Mobile sharing,63.444996553470794
1148,496,0.569408,274.440074108278,104.47980864353089,92.41088585436805,37.06355285417916,996.5040809148624,0.9534399937485446,0.256,5120.0,Mobile sharing,56.82598120669404
4777,3095,14.784815,4152.8722970968865,156.99016508032844,18.04158969643149,19.144991798982833,6529.342160493952,0.8569076065582812,5.0,5120.0,Mobile sharing,47.43181323671756
912,3074,2.803488,775.2483330701339,69.70045866989686,15.597105632941437,28.75905147603961,6820.5431576114,0.874704528929497,5.0,1024.0,Mobile sharing,41.413802345531224
4570,2383,10.89031,6031.567256579771,160.7108149561979,63.68504183992118,56.271210391363105,5604.192316443845,0.9466839873128307,5.0,5120.0,Email,77.48719943006928
1069,3544,3.788536,1140.2768481343217,201.16969229022365,39.37692826421603,22.994233788872776,6076.3228675895525,0.8595231740986282,5.0,1024.0,Cloud storage,54.541859312163126
